Project,Region,exact_allocated_emissions_kgco2,matched_input_share
i-0fe9bc9e0fa4c8158,ca-1.platform.sh,21263.81137904413,0.028156655940587267
i-0ca38a40ee009a71c,ca-1.platform.sh,20025.72113969535,0.026197013144289176
i-030f5adf5f18339a1,ca-1.platform.sh,16769.74543764277,0.021691980411141225
i-0bde2599572b1451f,us-2.platform.sh,14526.047061359173,0.025570828898991586
i-0c5d2f6223831a93a,us-2.platform.sh,12105.261994991592,0.010696105932602503
i-04547e1c229a07e19,us-2.platform.sh,12017.616338104202,0.010715895249536915
i-0710f491e47b45533,us-2.platform.sh,11640.845529344362,0.010383832270134178
i-0c2d609c86caa74cc,us-2.platform.sh,9866.652002530593,0.016172723804486616
i-0c7dfd18413f9b781,us-2.platform.sh,9759.777052934254,0.01516861644623602
i-0e6983baf545b5e9e,us.platform.sh,8358.504828296906,0.007103947711348342
i-0318c1c7d29708659,us.platform.sh,7111.333299683434,0.006158453048718644
i-0150ec9391e5c6af0,us.platform.sh,6852.755857181008,0.005985537606821904
i-0ff602b7fe6d9c820,eu-4.platform.sh,6338.270679627104,0.010651515403859408
i-0cd54ac67739d11d6,eu-4.platform.sh,5283.972490109216,0.011755951897305729
i-0fb0dc3a460ff2c40,au.platform.sh,5267.5142977994665,0.008917507967642
i-03e6a1b5a2e8342b5,eu-2.platform.sh,5076.986600686203,0.0049259013099623595
i-041c54ab8dda84969,eu-4.platform.sh,5019.7552328566235,0.00924165368087478
i-079b9c92cef941628,eu-2.platform.sh,4899.823152595136,0.004806724839975875
i-073cb14da38074e97,eu-2.platform.sh,4849.312343414575,0.014286031170411906
i-00c70faaec1e1a33d,us.platform.sh,4810.118907512225,0.014486762339116383
i-0da27dc38212cad20,au.platform.sh,4651.7073155882235,0.008092732239564505
i-03768befdbb1332b3,au.platform.sh,4557.902493386903,0.007896468839206515
i-0a159675b528495de,us.platform.sh,4395.908846697394,0.014632383396407163
i-0e2156f361bbe7860,au.platform.sh,4273.715155021355,0.00779594864149238
i-0ee6e0eaa0c8f2f5c,eu-2.platform.sh,4247.326850995061,0.004395248546325761
i-023b85f3ad57b0943,eu.platform.sh,4163.225338036991,0.004471886999924776
i-03dd74d632798c684,eu.platform.sh,3987.642755075235,0.004412404426232908
i-01792af75c80db7ef,au.platform.sh,3949.7205355573874,0.011097143895378882
i-04aeb47b5bb3c8760,eu.platform.sh,3853.047554510245,0.004192823311868582
i-0622c4d1f5b031993,us.platform.sh,3732.7123361911035,0.011372108952142704
i-061a887045e30e3c5,eu-4.platform.sh,3595.1396982723004,0.0036671077345261874
i-09172e0d9c83c78ed,eu-4.platform.sh,3406.6516004915643,0.0035008180599893886
i-00ee7936960f0bd4a,eu-4.platform.sh,3369.968859158015,0.003466286110634364
i-04b82723ca00f54f0,eu-4.platform.sh,3328.429838291775,0.003455378328074913
i-0e9109387c93855ea,eu.platform.sh,3249.6767786949567,0.009793510400939042
i-0ea2a1fb8605b086b,eu-4.platform.sh,3097.7999647835213,0.003296888138506525
i-0428468d050d87973,eu-4.platform.sh,2999.024370383498,0.0032014726290787456
i-09ff44c681e4e9853,au.platform.sh,2730.390004854724,0.0065699693977798665
i-0cd0ce15bdba3a9c3,eu.platform.sh,2635.2865841900034,0.00851653955321797
i-0f74c9f89b1ce3376,eu-2.platform.sh,2607.7582659687914,0.006941227818434579
i-0220800123df89fd1,eu-3.platform.sh,2493.510882706183,0.008211183887775881
i-0cd4909758091a074,eu-3.platform.sh,1807.4960052754639,0.001406673636910796
i-0dfc3220067c5f022,eu-3.platform.sh,1794.2541881225739,0.0013974631209011882
i-0372c710b0f7d6d0e,eu.platform.sh,1782.4638915481314,0.003818154451727687
i-05cfabc3ff9b924dd,eu-3.platform.sh,1482.8619013237817,0.0011793830677721475
i-074a8e1f2139e0f19,eu-3.platform.sh,1354.8487654697317,0.004260456510736081
i-0eedd9cec1672a974,eu-3.platform.sh,1230.4703264861535,0.0036996640951663527
i-0a7cc3741f5c9c59b,admin.platform.sh,1112.0453360580238,0.0004871229999318145
i-09c2484ee2fe29a1b,eu.platform.sh,1093.1608237983348,0.0022199234886362378
i-04105e538df704627,eu-2.platform.sh,1045.678112013682,0.002723419916454874
i-0ad1d67144714cbc6,eu-2.platform.sh,1028.213004150839,0.0019356877085766
i-0d0feef0068c93bc2,us-2.platform.sh,1010.2630009881335,0.0017418957160003593
i-0ddf7df0a2b9edf0d,us.platform.sh,932.5647519552534,0.0012593624236507885
i-0f97ff70d13b89644,eu.platform.sh,912.9156485466312,0.002075788757453631
i-0456026736f72c4e2,us-2.platform.sh,899.0217317614951,0.0017124785002572075
i-0eda32242bb116ac4,eu-4.platform.sh,876.6317030674659,0.0017485530370316084
i-090713d8d74a163da,eu.platform.sh,843.0315614035039,0.0020176038832621515
i-0649c8c4d67235d05,eu-4.platform.sh,762.4771759865413,0.0014871221392507114
i-0c20a65d38056d672,au.platform.sh,752.4666512998963,0.0024587500515811695
i-0c095999dd58fd57b,au.platform.sh,750.0594522090206,0.0019324984522751628
i-04d42470309453e21,eu-3.platform.sh,727.2946082250577,0.0005811080200918248
i-017471f60e8301187,us.platform.sh,713.8415556059501,0.0010837119659462182
i-092703aeec9af6b25,us-2.platform.sh,699.0383441585819,0.0014233537801110478
i-08f538a9ee65fd850,us.platform.sh,683.6894476016543,0.001141957134987987
i-0fc94e07630d06201,eu-2.platform.sh,626.6594212613451,0.0013229056900244235
i-0ba0e9ce823d3562f,au.platform.sh,609.6548889329582,0.002017074481980476
i-06614c0df17bc9f62,eu-4.platform.sh,548.9013861100734,0.0012461715684653082
i-00c3107007a22ce48,us-2.platform.sh,533.5803380392332,0.003686948992442628
i-04cd46307b5b6f7fb,eu-3.platform.sh,526.6447336814022,0.0004051171781819628
i-000a1e1fd8f4877c5,eu-3.platform.sh,524.14437442725,0.0004047862574675188
i-0e0bec9a682819fc9,au.platform.sh,522.9765624780083,0.0023553117984298514
i-08906973994a4adc8,au.platform.sh,522.7056429312182,0.0023507891408925895
i-0db1e646d12f9ab05,au.platform.sh,521.3408234421761,0.0023297201752921722
i-092c8b7d385eada98,eu-3.platform.sh,521.2353460521184,0.0008588758418672958
i-06c9304ae2f366330,au.platform.sh,520.6780671086923,0.0023193511555725955
i-0b9f5fc5aef188ff9,au.platform.sh,520.579358718599,0.002317806833486701
i-0d3300008edaf2d8d,au.platform.sh,519.098732867199,0.0022946420021982845
i-0b177846ba03a4bd2,au.platform.sh,517.5334998242906,0.0022701534662648154
i-0f2cc7a6f55ec877a,au.platform.sh,517.5193986257059,0.0022699328488239735
i-093af30be658b7aa3,au.platform.sh,517.3642854412735,0.002267506056974711
i-0ef491764a91b06dc,au.platform.sh,517.3219818455192,0.0022668442046521846
i-078cdca567dbfa070,eu-3.platform.sh,516.7058591601526,0.000398664022438219
i-07d001f6079167c82,eu-2.platform.sh,516.6228115745902,0.0012514121838280974
i-023d107f65c4f7810,us-2.platform.sh,506.18465007778985,0.0032646320313609984
i-00b8244984dbd2d79,us-2.platform.sh,501.0507201994564,0.003182176255587188
i-03bf50f0daf96d78e,eu-3.platform.sh,500.9862435936079,0.001185708435805661
i-0c5a6ae1d1e6f3dc1,eu-3.platform.sh,500.8170292105908,0.0011830610265155563
i-0e69ab09bc298d4e0,eu-3.platform.sh,500.7888268134213,0.0011826197916338722
i-047ba31dc70f85a47,eu-3.platform.sh,500.76062441625174,0.001182178556752188
i-0bfa0520e9d70abc8,eu-3.platform.sh,500.3798920544632,0.0011762218858494525
i-0756ad441a3a35a54,eu-3.platform.sh,500.2811836643699,0.001174677563763558
i-0e15c4d40ccb34545,eu-3.platform.sh,500.098194845196,0.0011718117432070196
i-0036668b1e83d8e86,eu-3.platform.sh,499.9375088613849,0.0011699342887854537
i-03d592c735ffde9d4,eu-2.platform.sh,499.84851367753186,0.0011954707575629225
i-0f07c98193b3519a1,eu-3.platform.sh,499.8440465082423,0.001167838423097454
i-0c9912358b5ffe0f6,eu-3.platform.sh,499.8255177288407,0.0011672317251351385
i-01fea9c36d59fe25b,eu-3.platform.sh,499.6422021472388,0.0011643636984041918
i-078b3968084de2aab,eu-3.platform.sh,499.6139997500693,0.0011639224635225077
i-041d16ca882a8681d,eu-3.platform.sh,499.5998985514845,0.0011637018460816655
i-05d9a992efaab9da5,eu-3.platform.sh,499.5575949557302,0.0011630399937591393
i-08ac33853a6399183,eu-3.platform.sh,499.5011901613912,0.001162157523995771
i-04c5babef6411f3c4,eu-3.platform.sh,499.4915165436233,0.0011623229870764025
i-05a614fc8e21a53ef,eu-3.platform.sh,499.44478536705213,0.0011612750542324029
i-0ac87f147b8895107,eu-3.platform.sh,499.4165829698826,0.0011608338193507188
i-087dccc3e0ad355b1,eu-3.platform.sh,499.37004901455293,0.0011601057817959399
i-0269e3a249f89bba3,eu-2.platform.sh,499.08704895395476,0.0011835574157574513
i-06181d64363ae6e72,eu-2.platform.sh,498.02945906009774,0.0011670111076942965
i-06d3ae655e653c992,eu-2.platform.sh,497.9589530671739,0.0011659080204900862
i-0a2d54447cf7734fb,eu-2.platform.sh,497.8602446770806,0.0011643636984041918
i-0f001f37270206df5,eu-2.platform.sh,497.8179410813263,0.0011637018460816657
i-05ead18d8e9f8f7a4,eu-2.platform.sh,497.7474350884025,0.0011625987588774554
i-044e78b59b3d4152e,eu-2.platform.sh,497.719232691233,0.0011621575239957713
i-0577bf9298ab5ca3a,eu-2.platform.sh,497.63462549972445,0.0011608338193507188
i-0f61d04ed9f177134,eu-2.platform.sh,497.6064231025549,0.0011603925844690347
i-0a306d9c9fd5730b7,eu-2.platform.sh,497.40900632236827,0.0011573039402972458
i-02aeb76943de9629e,eu-2.platform.sh,497.40900632236827,0.0011573039402972458
i-0d759e8e4a9d955c7,eu-2.platform.sh,497.366702726614,0.0011566420879747198
i-0a22c47fbb3698819,eu-2.platform.sh,497.33850032944446,0.0011562008530930355
i-0b4adb3f955cd500e,eu-2.platform.sh,497.3102979322749,0.0011557596182113514
i-0fdde3fd59fdd42c7,eu-2.platform.sh,497.3102979322749,0.0011557596182113514
i-0acc2aaf44513717f,eu-2.platform.sh,497.27786517553,0.0011552521980974146
i-0c9c9d503ea516e4e,eu-2.platform.sh,497.2722246960961,0.0011551639511210778
i-00f1316ae1cb8bca2,eu-2.platform.sh,497.2468425386435,0.0011547668397275622
i-0a81db2a558183c30,eu-2.platform.sh,497.2285109804833,0.0011544800370544674
i-03db061be42964f36,eu-2.platform.sh,497.0826474001679,0.0011534651968265937
i-08241bd8507513d99,eu-4.platform.sh,493.96303874031497,0.0011968496165681852
i-0c43ac6e98a3f6c23,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0aff3806d3afea660,eu.platform.sh,492.47154592639316,0.001142467417400617
i-061a9886723e3cc82,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0a801824b986cbac0,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0636aa0b774c84d47,eu.platform.sh,492.47154592639316,0.001142467417400617
i-048cd5d2f0c8f69df,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0920194eaad808bff,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0ad5055e1ad0df74d,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0b480060282f37d0a,eu.platform.sh,492.47154592639316,0.001142467417400617
i-05bb4893b8ea4a797,eu.platform.sh,492.47154592639316,0.001142467417400617
i-05a7b9eea2a9c4d43,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0168faead0aad3a88,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0cf5bf65231e86dd9,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0c59acefeabcb6687,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0a14c671c31d80f07,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0b04cd0702cc9d894,eu.platform.sh,492.47154592639316,0.001142467417400617
i-0b4c9072c96a6d245,eu.platform.sh,492.47154592639316,0.001142467417400617
i-004e3413e281e8402,eu.platform.sh,492.47154592639316,0.001142467417400617
i-03c79a877bee356dd,eu-4.platform.sh,492.4542104917455,0.0011732435503980846
i-0d7802aa794ca2e98,eu-4.platform.sh,492.31319850589796,0.0011710373759896639
i-09574038be1e99f64,eu-4.platform.sh,492.01707333561797,0.0011664044097319808
i-0d33f6db19acf9f95,eu-4.platform.sh,491.11459662619325,0.0011522848935180887
i-0ffe1410ddf478f9f,eu-4.platform.sh,491.05819183185423,0.0011514024237547205
i-0d46062da38048127,eu-4.platform.sh,490.9876858389304,0.0011502993365505101
i-03d403c5c9590e0ec,eu-4.platform.sh,490.9735846403457,0.001150078719109668
i-0d0d6ab806311f407,eu-4.platform.sh,490.9312810445914,0.001149416866787142
i-0116691763bf8b293,eu-4.platform.sh,490.88897744883707,0.0011487550144646157
i-0f8d7ee69472a09ff,eu-4.platform.sh,490.8748762502523,0.0011485343970237738
i-06ccaa74f51147ba4,eu-4.platform.sh,490.66335827148094,0.0011452251354111427
i-09179dd6039b16de7,eu-4.platform.sh,490.48004268987904,0.001142357108680196
i-049bfad5016d89b98,eu-4.platform.sh,490.46594149129425,0.0011421364912393539
i-09299798ce9a7174d,eu-4.platform.sh,490.42363789553997,0.0011414746389168276
i-0e19ba8b8f859acff,eu-4.platform.sh,490.42363789553997,0.0011414746389168276
i-05d99e96bf346fbd1,eu-4.platform.sh,490.3531319026162,0.0011403715517126175
i-0923ec356731c3ef4,eu-4.platform.sh,490.3390307040314,0.0011401509342717753
i-0b83974984af5f776,eu-4.platform.sh,490.3249295054467,0.0011399303168309332
i-061db37d97fe4440d,eu-4.platform.sh,490.3108283068619,0.0011397096993900912
i-0a5b9acca2b5b8163,eu-4.platform.sh,490.29672710827714,0.001139489081949249
i-059c300a70042709b,eu-4.platform.sh,490.29672710827714,0.001139489081949249
i-030e765f69cb54b7d,eu-4.platform.sh,490.29672710827714,0.001139489081949249
i-0a212d90ee7ec5bfb,eu-4.platform.sh,490.29672710827714,0.001139489081949249
i-0d0795e0a68bd4cc9,eu-4.platform.sh,490.24878303308896,0.0011387389826503862
i-056c89cb897af6fbc,eu-4.platform.sh,490.2205806359194,0.001138297747768702
i-066d25b5be672a79c,eu-4.platform.sh,490.21635027634403,0.0011382315625364495
i-0a3daf558ccca780e,eu-4.platform.sh,490.15712524228803,0.0011373049692849128
i-007af29e52d87ce33,eu-4.platform.sh,488.4651502212987,0.0029512924165752256
i-0928d6f0e88b563c5,eu-3.platform.sh,473.29781681585666,0.0004482607583451693
i-0a6006f3cc81548e6,eu-3.platform.sh,472.7739068188463,0.0004499151429289779
i-04df606e3ba803b97,eu-3.platform.sh,460.2189894091816,0.00043745008237993196
i-04d115d52e2f2bc93,au.platform.sh,459.407652832184,0.002010784571938846
i-0a6c0e1e5e775663a,eu-3.platform.sh,458.2448443707543,0.0009073442604678746
i-034daf696724dbf39,eu-4.platform.sh,456.06612030695044,0.002443414922082846
i-0d15563dc89c84ae6,eu-2.platform.sh,448.82221293810926,0.0023351347188171655
i-03baa5e83d868356f,au.platform.sh,447.98010374822064,0.004116185417330964
i-0a41d0053af4d9b70,us.platform.sh,442.87126025977636,0.0015133804898163333
i-04f60c96f1688bd7f,us.platform.sh,442.85512004838904,0.001513325335456123
i-0c62b3c6df26bc653,us.platform.sh,442.85512004838904,0.001513325335456123
i-0691b6f52ea8f9e27,us.platform.sh,442.85512004838904,0.001513325335456123
i-0ceecca7104db5972,eu-2.platform.sh,440.6351201674691,0.002205185508388556
i-06cd4a77412fa6f8a,us-2.platform.sh,438.35907841709275,0.0015383102606314864
i-020f7c6323df55560,us-2.platform.sh,437.59761369351565,0.001526396918826015
i-04f4fb4985e0f92d7,us-2.platform.sh,436.97512194298355,0.001516855214509596
i-0c6468b07abf9ebfa,us-2.platform.sh,436.8200087585512,0.0015144284226603333
i-0b7c50435abc904b9,us-2.platform.sh,436.7233393812605,0.0015127186374938072
i-08188aa88200b79d7,us-2.platform.sh,436.13108904070054,0.0015034527049784406
i-0abd34d1dc0768861,us-2.platform.sh,436.08878544494627,0.0015027908526559143
i-0c0ec71528161d26c,us-2.platform.sh,435.96187465768344,0.0015008052956883358
i-006180d74a6a99053,us-2.platform.sh,435.9336722605139,0.0015003640608066517
i-033c0007f7515d6fb,us-2.platform.sh,435.8772674661748,0.0014994815910432835
i-027e38f4f70950a36,us-2.platform.sh,435.8631662675901,0.0014992609736024414
i-032f07aebc7b8dfe4,us-2.platform.sh,435.806811098661,0.0014983788388907807
i-0c4642c72361e0d8a,us-2.platform.sh,435.59524349447963,0.0014950692422264424
i-05fc68e5af909e529,us-2.platform.sh,435.5670410973101,0.001494628007344758
i-0b1df3986e24d7727,us-2.platform.sh,435.4260291114625,0.0014924218329363376
i-029fb05c9f919f6c3,us-2.platform.sh,435.3837255157082,0.0014917599806138113
i-00a8fc958e2e781c2,us-2.platform.sh,435.3837255157082,0.0014917599806138113
i-01ed15e7835fc4bfa,us-2.platform.sh,435.36962431712345,0.0014915393631729692
i-07786851e42081be5,us-2.platform.sh,435.3555231185387,0.0014913187457321272
i-0a445b367d9645e4a,eu-2.platform.sh,435.31298257854223,0.0010307246836141128
i-07e59a3e64dc3665f,us-2.platform.sh,435.29911832419964,0.001490436275968759
i-097d0ec1d446ef022,us-2.platform.sh,435.29911832419964,0.001490436275968759
i-075284dd3daa55fb2,us-2.platform.sh,435.29911832419964,0.001490436275968759
i-02bd1a2157b63da00,us-2.platform.sh,435.29911832419964,0.001490436275968759
i-020ade2a8352df38d,us-2.platform.sh,435.2850171256149,0.001490215658527917
i-09e3810d4bb36582e,us-2.platform.sh,435.2850171256149,0.001490215658527917
i-08733127c3f571fcd,us-2.platform.sh,435.2850171256149,0.001490215658527917
i-0aa5492911de80f86,us-2.platform.sh,435.25681472844536,0.0014897744236462328
i-0c769b42f9735a4b5,us-2.platform.sh,435.2145111326911,0.0014891125713237066
i-0c7e5d10d79f91cee,us-2.platform.sh,435.0974621956549,0.001489057488316471
i-066d86a638ef53374,us-2.platform.sh,434.8310521939641,0.0014888367995226541
i-070776b83dd301f44,eu-2.platform.sh,434.26703851486843,0.0010172118653625365
i-06414d593f1c743fb,eu-2.platform.sh,433.855313087361,0.0010085526308094854
i-0479204af56ba95f2,eu-2.platform.sh,433.7831997533372,0.0010071075865719702
i-0d2c3bb75e66f61a8,eu-2.platform.sh,428.82423251903987,0.002029066282558747
i-09205d396c21608d5,eu-5.platform.sh,427.1599998639658,0.003014278666641104
i-070bc7cf0fbf30620,au.platform.sh,419.8564859296336,0.00367702935485152
i-0bb97743dea82790e,eu-4.platform.sh,414.2032792199644,0.0017877956095271597
i-00b3d83684925c479,us.platform.sh,403.3600227833402,0.0013783626160209915
i-04d1c6ab01d781670,us.platform.sh,403.31160214917793,0.00137819715294036
i-0c0ff1fe89276eb33,eu-3.platform.sh,397.9265128770976,0.0003617039798715579
i-0dbc3debd5854d351,au.platform.sh,388.119966021463,0.0031842978306510683
i-0f1f8ba676a2e6d2f,au.platform.sh,384.0294521421406,0.0016909775296941932
i-079c636fbb1945cdf,au.platform.sh,383.85213010789806,0.0016887713552857725
i-0352f98234f2e0aee,eu.platform.sh,381.5144780091161,0.0008850620182981414
i-032df364b3ddf677c,eu-3.platform.sh,380.047438828154,0.0003246526151180651
i-041e5b025381da1a6,us.platform.sh,377.50340414067244,0.0012900053309637459
i-037d5b5aa3bec2d59,us.platform.sh,377.50340414067244,0.0012900053309637459
i-039635767b1732645,us.platform.sh,377.374282449573,0.0012895640960820618
i-0952d82ada70f03d5,us.platform.sh,377.342002026798,0.0012894537873616406
i-03013b95d6fa2d30d,us.platform.sh,377.342002026798,0.0012894537873616406
i-00e33eb293a0bf60d,us.platform.sh,377.342002026798,0.0012894537873616406
i-0909de5cb6ea6233a,us.platform.sh,377.2774411812483,0.0012892331699207987
i-0a5b33984d18d3aa1,eu-2.platform.sh,374.45958969557205,0.0008697291061596181
i-0df949699469dfbcb,eu-2.platform.sh,374.45394921613814,0.0008696408591832812
i-0831667d5cd4ecda5,au.platform.sh,373.45173183319923,0.0016496117595363067
i-0e4009ad32e657cf1,au.platform.sh,373.19641187183373,0.001645475182520518
i-0dd74325a4b75493b,au.platform.sh,372.85798310579946,0.0016401803639403084
i-072679d49ac1ec3a9,eu-3.platform.sh,372.7511197110211,0.00031803365957685744
i-0952cc7dac4d4356b,au.platform.sh,372.4526608375474,0.0016328448340323098
i-08e743dc2c8a57cb1,eu-3.platform.sh,368.765930407207,0.0008560508248274103
i-06d83300fcb137429,eu-3.platform.sh,368.0288713960775,0.0003160482233762814
i-0df20eb04dcc54cef,au.platform.sh,366.4954103256887,0.0016085217611794727
i-0881514603ca1ccb9,us-2.platform.sh,366.3513538475212,0.0012613802180144883
i-060d6cb6f6c42d982,us-2.platform.sh,366.33725264893644,0.0012611596005736463
i-0fe8476f6dc43a205,us-2.platform.sh,365.8416716856671,0.0012536034532248056
i-0cab7447a2dc064a5,us-2.platform.sh,365.75706449415856,0.0012522797485797533
i-0082a7ed6893fd03d,us-2.platform.sh,365.66822694307456,0.0012508898587024484
i-0e1a21763b38fb64e,ca-1.platform.sh,362.54727274090686,0.0008515833216503585
i-0e47c6b5bdcddae9b,ca-1.platform.sh,362.4582379685812,0.0008498735364838325
i-0f4ddd4c6566fe69b,ca-1.platform.sh,362.19031519547076,0.0008456818051078333
i-0f37ecc15912be38e,ca-1.platform.sh,362.04930320962313,0.0008434756306994127
i-0ca98d665d4beb375,ca-1.platform.sh,362.0247099371369,0.000844358100462781
i-0d7599dc4791ef7a5,ca-1.platform.sh,362.00699961386886,0.0008428137783768865
i-028a6cca50f443f96,ca-1.platform.sh,361.9505948195298,0.0008419313086135183
i-004402fe20672f54d,ca-1.platform.sh,361.93649362094504,0.0008417106911726761
i-01e9d0a7727f2c78e,ca-1.platform.sh,361.89156700671543,0.0008413246106512026
i-08772350c2e1eb4b1,ca-1.platform.sh,361.8774658081307,0.0008411039932103606
i-0a7713b2e08640bea,ca-1.platform.sh,361.8758584670306,0.0008407620361770553
i-0dbc9417ec7fae2a1,ca-1.platform.sh,361.8534937705366,0.000840728943560929
i-03847795f31dd13da,ca-1.platform.sh,361.8490661897195,0.0008403428630394554
i-0188217c2876b9cb6,ca-1.platform.sh,361.8406054705687,0.0008402104925749502
i-05e15795a1b38da42,ca-1.platform.sh,361.81965089393316,0.0008401994617029081
i-0b77c62993e1ba8b4,ca-1.platform.sh,361.6836581526273,0.0008393390536836242
i-00351c1fc34599d63,eu-5.platform.sh,361.5663241579933,0.002956854366507076
i-03c16b3787fb5412c,us.platform.sh,361.1856504279775,0.0012342442727909146
i-045fd2160fa60ad6e,au.platform.sh,354.9720700786187,0.001596387801933159
i-0a32451b6893be0f0,au.platform.sh,354.27961296112557,0.0015854120842512666
i-0813a51d8607341c7,eu-2.platform.sh,354.0944429204596,0.0008226162516677958
i-071e6fd3e207c13cc,au.platform.sh,352.5310643366152,0.001558055521586851
i-0664b13b8ad57e213,au.platform.sh,352.4323559465219,0.0015565111995009566
i-0f656b7256470fa92,au.platform.sh,352.26463995034464,0.0015540292532914832
i-0a57c1e25ca51b52c,au.platform.sh,351.91061159888574,0.0015483483541898003
i-0a6bb8ac8807fb9d9,au.platform.sh,351.89800878714084,0.0015482931998295898
i-0407b9293ff4b2dbe,au.platform.sh,351.8137283580603,0.0015469717013589458
i-03aa74b0d1f37705d,au.platform.sh,351.771097999878,0.001546307642862011
i-0f55833dd6e58807c,au.platform.sh,351.7131948186991,0.0015452597100180114
i-0ac52b3357b2fe064,au.platform.sh,351.68499242152956,0.001544818475136327
i-0b718492572e9af15,au.platform.sh,351.58628403143626,0.0015432741530504326
i-0039c0a62ca388bb4,au.platform.sh,351.5373711712964,0.0015432189986902224
i-0b206072645ffbf30,au.platform.sh,351.4608716310133,0.0015414540591634858
i-02683849654b11850,au.platform.sh,351.418568035259,0.0015407922068409595
i-0a0f7b465a111dfe2,au.platform.sh,351.2352524536571,0.0015379241801100128
i-0aae964ef04430754,au.platform.sh,351.22520508068504,0.0015374829452283287
i-082a103ec0eb5c7ca,au.platform.sh,351.1550521556867,0.0015369534633703078
i-02a3a52536e08aed3,au.platform.sh,350.28989946831575,0.0015698585546719014
i-04a6b99b36afd516c,au.platform.sh,348.0901124890931,0.0015354422339005397
i-0639af2b07b181f65,au.platform.sh,347.2863441697617,0.0015228670397725423
i-0402d21a92bc1c157,au.platform.sh,342.2394928772176,0.0015028460070161248
i-0497bc8de9181226c,us-2.platform.sh,340.8399685734314,0.0011723059262745059
i-0f9b01558b118a6f5,eu-4.platform.sh,339.8131544150955,0.0008104933232935245
i-0e4bb58f876d42ee3,eu-3.platform.sh,339.3684637094536,0.0007959325721979484
i-04af0a6b4ec424bb4,eu-4.platform.sh,339.08956570645574,0.0007988557532891058
i-0f522287829c648d4,eu-4.platform.sh,339.03758849293365,0.0007983593640472111
i-0160716eb5558a544,eu-4.platform.sh,338.8780477276843,0.0007955464916764749
i-083850ed3460254ff,eu-4.platform.sh,338.68505852831464,0.0007928439280261595
i-03949fb6fd9d9ca51,eu-4.platform.sh,338.61012495457385,0.0007913547603004757
i-09d20ed4c47b7ff39,eu-4.platform.sh,338.544046542467,0.0007906377536177389
i-0c306eac2235f89be,eu-4.platform.sh,338.51584414529754,0.0007901965187360548
i-054247a62395ee448,eu-4.platform.sh,338.51141656448056,0.0007898104382145812
i-0160f8ec670dbd83b,eu-4.platform.sh,338.4735405495432,0.0007895346664135286
i-0cd95164a3a2b54e5,eu-4.platform.sh,338.44370124010607,0.0007909686797790019
i-0289793e669652307,eu-4.platform.sh,338.40303455661945,0.0007884315792093182
i-0efbdc27ba1514699,eu-4.platform.sh,338.40303455661945,0.0007884315792093182
i-09f6ca263410f7911,eu-4.platform.sh,338.38893335803465,0.0007882109617684762
i-03bf9b4f7b8b9bade,eu-4.platform.sh,338.3748321594499,0.0007879903443276341
i-0f62ab376cd9e3f76,eu-4.platform.sh,338.3748321594499,0.0007879903443276341
i-069b5cc98d7943451,eu-4.platform.sh,338.36073096086517,0.0007877697268867921
i-08f9ae39742c17179,eu-4.platform.sh,338.3466297622804,0.00078754910944595
i-07d97bddfcc6ef44a,eu-4.platform.sh,338.3422021814634,0.0007871630289244765
i-04380dbb3fecee57e,eu-4.platform.sh,338.3043261665261,0.0007868872571234238
i-0c569372d96682cdf,eu-4.platform.sh,338.2747136494981,0.0007864239604976555
i-066caaaa0daf88505,eu-4.platform.sh,338.2563820913379,0.0007861371578245608
i-092b9805468717d21,eu-4.platform.sh,338.25215173176247,0.0007860709725923082
i-0e202ca2d54702310,eu-4.platform.sh,338.21689873530056,0.0007855194289902031
i-0888f03864cda0bc7,eu-4.platform.sh,338.1858760984141,0.0007850340706203505
i-0a2ef323aa6689dbb,eu-4.platform.sh,338.16613442039545,0.0007847252062031716
i-08c8b378c4c49fcf4,eu-4.platform.sh,338.13953936432597,0.0007846259283547927
i-0dd5bfe4152e43863,eu-4.platform.sh,338.1373107883337,0.0007855414907342873
i-06bf44bcf6a01d158,eu.platform.sh,335.84305579589795,0.0007791104923337412
i-000b882786916d150,eu.platform.sh,335.84305579589795,0.0007791104923337412
i-05eb1fdb2ec6b8ad8,eu.platform.sh,335.8192809795454,0.0007790553379735307
i-02b9856f7f534bbc3,eu.platform.sh,335.8192809795454,0.0007790553379735307
i-00f84ee94f34eabe6,eu.platform.sh,335.7479565304878,0.0007788898748928992
i-0b5008b5b118348fb,eu.platform.sh,335.7479565304878,0.0007788898748928992
i-07cb2818fac4918e1,eu.platform.sh,335.7479565304878,0.0007788898748928992
i-08ec654a1a1809516,eu.platform.sh,335.7479565304878,0.0007788898748928992
i-0bd18afbe148705fc,eu.platform.sh,335.7479565304878,0.0007788898748928992
