Project,Region,exact_allocated_emissions_kgco2,matched_input_share
i-027988f2d170d4e52,ca-1.platform.sh,228.4848403094875,0.0005308055626660007
i-0cbc40a882ed5cc74,ca-1.platform.sh,228.4834587831035,0.0005301503288666998
i-017e29f4e247b8b3b,ca-1.platform.sh,228.48218967523084,0.0005301304732970239
i-0954873198ad4f638,ca-1.platform.sh,228.46165813455283,0.0005301260609482071
i-071ac81eed6403fda,us.platform.sh,228.31943028662843,0.0007802135795379516
i-035a3b07909eb031d,eu-3.platform.sh,228.1385622822633,0.0005399611864609463
i-03c3be42e95b8797a,eu-3.platform.sh,228.11035988509377,0.0005395199515792621
i-01f570dad98e04320,eu-3.platform.sh,227.96934789924617,0.0005373137771708416
i-0ae3c6b4003b472c5,us.platform.sh,227.94820542471743,0.0007789450292531097
i-0f10af42de3c9aa74,eu-3.platform.sh,227.9270443034919,0.0005366519248483154
i-0438b7cb93e7e5633,eu-3.platform.sh,227.87063950915285,0.0005357694550849471
i-05e0676b380191e0f,eu-3.platform.sh,227.7816047368273,0.0005340596699184211
i-039295eb0f4e10b8c,eu-3.platform.sh,227.6732227289662,0.0005326808109131582
i-054d076480cd9c45a,eu-2.platform.sh,227.59665224295776,0.0005330668914346318
i-092b50aa9ec75ecb0,eu-3.platform.sh,227.56041314028812,0.0005309158713864218
i-07740d6b759cacf47,eu-3.platform.sh,227.54631194170335,0.0005306952539455797
i-0de877e82732c1f99,eu-3.platform.sh,227.5233555814846,0.0005297024754617903
i-0ab454535b9d131a7,eu-3.platform.sh,227.46875534948717,0.0005294818580209484
i-04b64505adaa2d55e,eu-2.platform.sh,227.46367696261032,0.0005325705021927372
i-0791e7afcf86c47dc,eu-3.platform.sh,227.46311487005326,0.0005293936110446116
i-0c167af03eda591c7,eu-3.platform.sh,227.4617047501948,0.0005293715493005273
i-05d14d92ca14084ff,eu-3.platform.sh,227.4472091091269,0.0005285111412812433
i-0f9d71b3b610324e9,eu-3.platform.sh,227.43632259274221,0.0005289744379070116
i-06f4d68ca55c3db00,eu-3.platform.sh,227.4024797161388,0.0005284449560489907
i-0028718d5fc1433b2,eu-3.platform.sh,227.39588074627838,0.0005277080937965781
i-00685eb38db76fa88,eu-3.platform.sh,227.35473286219215,0.0005280147520393486
i-04e3b9b1dfbcfd3d4,eu-3.platform.sh,227.31806974587175,0.0005274411466931593
i-065ff81ad14a0481b,eu-5.platform.sh,223.12772927006705,0.00047325459039089936
i-03e6632dbc5ff4671,eu.platform.sh,217.65727886495804,0.0004892743294274825
i-00b62a8e76c5728b5,eu.platform.sh,217.608207220529,0.0004891640207070615
i-0533163ead4ec4e06,eu-4.platform.sh,216.95532962574367,0.0004888110328017143
i-09a549de2c4000bb8,eu-4.platform.sh,216.9322039233876,0.0004887779401855878
i-09aa835fb935c23d3,eu-4.platform.sh,216.92374320423676,0.0004886455697210826
i-057769010313f54fb,eu-2.platform.sh,216.92205053376068,0.0004879616556544723
i-062a733c76d971d06,eu-4.platform.sh,216.8992073820223,0.0004885904153608722
i-07c587d38b14ad81d,eu-4.platform.sh,216.87749179952473,0.00048857938448883
i-09cdf0b539ceac2e3,eu-2.platform.sh,216.87015864961467,0.00048780722344588277
i-0e36ee9707e95c20a,eu-2.platform.sh,216.86874852975618,0.00048778516170179856
i-00a1d31c6ff84441d,eu-4.platform.sh,216.85436609716865,0.0004885462918727037
i-04afc8efeaa80a361,eu-2.platform.sh,216.84985318697562,0.000487818254317925
i-052347aa5e009cb61,eu-2.platform.sh,216.84703294725867,0.00048777413082975654
i-014d81ee12f3d4fe5,us.platform.sh,216.78232087620472,0.0006883264154272328
i-0cee654fcdd916597,us.platform.sh,216.66072822827738,0.0006879403349057592
i-0d63b4bf0cd481d55,eu-2.platform.sh,216.65215834541158,0.0004873549702232273
i-040722f4dd66eafa9,eu-2.platform.sh,216.603084844972,0.0004872446489717355
i-01c133c0f418a43ff,eu-2.platform.sh,216.5785490227575,0.0004871894946115251
i-0ac79a7747ad65a0e,eu-5.platform.sh,216.53428758943718,0.0004851337418774536
i-0db3b565f2cbeb7f7,eu-2.platform.sh,215.96092310781916,0.00048574445037400955
i-0404d5de48c58eecc,eu-2.platform.sh,215.86701017853656,0.0004855900181654201
i-058ec3eec07b3b21b,eu-2.platform.sh,215.76745676982,0.00048534733898049386
i-065d7f0fafe51a7e4,eu-2.platform.sh,215.69384930317648,0.0004851818758998623
i-0d477f5fbd9632daa,eu-2.platform.sh,215.55086472946482,0.0004849171349708519
i-07e243abfb6ab4d5e,eu-2.platform.sh,214.73413199709347,0.0004829867323634838
i-02ca2f18d4db41183,ca-1.platform.sh,213.82525501650014,0.0004962899640462602
i-07ac1b71f93ffbbba,ca-1.platform.sh,210.76543500616134,0.00066376193939669
i-0472e04488523f5de,eu-5.platform.sh,209.67165145960462,0.00044354457064453334
i-060681f20f1e0ca96,eu-3.platform.sh,208.65441489548172,0.0004857223886299253
i-055ea94432c883ef6,us.platform.sh,206.71781172787212,0.0007236585841835377
i-08160dc098da50830,us.platform.sh,206.2908991885569,0.0007220475981533336
i-0a18ae884026cdde6,us.platform.sh,206.0439729580065,0.0007206694342706242
i-05ee0c6cd2a3d8507,eu-4.platform.sh,206.03124826085082,0.000464179095531698
i-08d5de8f1330425c4,eu-4.platform.sh,206.02419766155845,0.000464068786811277
i-0d3d9eee96f0f3131,eu-4.platform.sh,205.99684159962698,0.0004639695089628981
i-085b926c2b7babfdb,us.platform.sh,204.51883381381683,0.0006493874371186089
i-062d08edfc1d652e9,us-2.platform.sh,204.49351495630188,0.0006496411471755772
i-03a3f7b369f8c8292,us.platform.sh,204.46672267899083,0.0006492219740379773
i-0feee23b61e3c7c4e,us.platform.sh,204.46672267899083,0.0006492219740379773
i-04fc02ec83540ee43,eu-2.platform.sh,203.29141407803542,0.00045714360534324463
i-0c145fb1b540cb7e8,eu-2.platform.sh,203.28831181434677,0.0004570950695062594
i-0c31ee819e79b6f6b,ca-1.platform.sh,201.51872769174014,0.00046754130533013105
i-0831df6934c8cc4c6,eu-5.platform.sh,198.40153318107878,0.0015420056027655909
i-002336c69c0cb2c3d,eu-5.platform.sh,198.40153318107878,0.0015420056027655909
i-0153a147826f7896b,eu-5.platform.sh,198.40153318107878,0.0015420056027655909
i-0dd2912b131d3901f,eu.platform.sh,190.26985526933112,0.00044140034476475515
i-0f2ee91dd01769530,eu-4.platform.sh,182.16904268634957,0.0004261777413466529
i-081a4ce38a9ee4b66,eu-3.platform.sh,182.0239917978872,0.0017000124328373008
i-00c86a7183673fe62,us.platform.sh,180.38300246595216,0.0006164051297127207
i-05d6aee438d161562,us.platform.sh,177.8553031611747,0.0005647254941954677
i-0f39faa871ea69f9d,eu.platform.sh,177.28880554084742,0.00041128606408981366
i-0343635692161ce94,eu.platform.sh,177.26503072449495,0.00041123090972960323
i-0606e9c1b95a18f32,eu.platform.sh,177.21748109178986,0.0004111206010091822
i-0754ca479262d63bd,au.platform.sh,175.73775336758627,0.0007735399019524791
i-036aca8b3868929e9,eu-2.platform.sh,175.07447379552656,0.0004099072050845508
i-0269defb493dff400,ca-1.platform.sh,172.18678020801252,0.0005598568654105912
i-05f0d230873c111ca,us-2.platform.sh,169.55817820822284,0.0005857944597958846
i-0fbe76f1de1d8f2f2,us-2.platform.sh,169.4412905939394,0.0005843604464304111
i-0e2ee21a21425ae33,us-2.platform.sh,167.94295383224193,0.0005899310368116733
i-0e0f050f125229e23,eu-4.platform.sh,166.68890375924926,0.0003867445799705428
i-0771e1523e38967b3,eu-3.platform.sh,162.28863763000112,0.00014980592066660898
i-05ad11fadd9be721e,eu-3.platform.sh,162.09737962069096,0.0013806852221396428
i-0e2d7d7eb9006b9ce,eu-3.platform.sh,161.74402196288858,0.00014947502942996637
i-034c210a8d50e7b9c,eu-3.platform.sh,161.1911348019284,0.0003818336357373984
i-0076dbcc32bb62f70,eu-3.platform.sh,160.80043658260334,0.00014842719399724413
i-08c3a2ad30c8ab0e2,eu.platform.sh,158.57802507140303,0.00036787958260413805
i-015ca4db3f9b9b55b,eu.platform.sh,158.530475438698,0.0003677692738837171
i-0c624fe3743e8ec12,eu.platform.sh,158.4829258059929,0.00036765896516329595
i-090d39b5b0d693542,eu-4.platform.sh,157.98335895091407,0.00038867277640350237
i-021df4f82361c20d4,eu-5.platform.sh,157.10040566430797,0.001221007226340391
i-0fcf9b32b400b0431,eu-3.platform.sh,156.96528198426188,0.0003705269918942427
i-025fbee99463a9183,eu-2.platform.sh,156.43304556272417,0.00036346723378729684
i-07a10e867cd508ef2,au.platform.sh,152.5325339842781,0.0008616545078247986
i-03d9755f761933418,au.platform.sh,152.38322646245874,0.0008607830689334726
i-0375fd4a157fff295,au.platform.sh,152.36369482484506,0.0008606727602130515
i-08554a66789638466,au.platform.sh,151.20280872109973,0.0006637827251335535
i-08eb2629ca3b544f7,au.platform.sh,150.13897123815522,0.0006575061589415967
i-0dd6b884c777860e2,us.platform.sh,149.07099237433198,0.0005094056709043207
i-0ea8b06e4aa53c2b0,eu-4.platform.sh,146.7641975359671,0.00034050316437004663
i-0c275b3984e1e67c8,eu-4.platform.sh,146.71692992723376,0.00034039726799844244
i-0c6121c1fad4ea7b3,us-2.platform.sh,146.68489605598066,0.0004660874363949819
i-04695431c0e08ae8a,us-2.platform.sh,146.6820758162637,0.00046604331290681344
i-09389b9bfea610136,au.platform.sh,145.5645079463574,0.0006426034508127156
i-0cf96d12136ffa128,au.platform.sh,145.2401803789079,0.0006375292496733481
i-0633e8ed757a91b67,au.platform.sh,145.20237194367314,0.0006373637865927166
i-0764afd63749fd8ef,au.platform.sh,145.16685414626713,0.0006363820389809694
i-0d07858ea8bf5f425,au.platform.sh,145.1556614543807,0.000636348946364843
i-0e190cc2b7215a847,ca-1.platform.sh,142.30503933235497,0.0005284096562619384
i-0533d28295136ecf0,us.platform.sh,141.96929936386138,0.00048513775241169384
i-0c020ac07791e6256,eu-3.platform.sh,139.90940106845298,0.0001263051799530299
i-09eb4df88437689ec,ca-1.platform.sh,136.32595072171281,0.00032039167846288424
i-05730ec54b3a21269,ca-1.platform.sh,136.07776962662103,0.00031650881150406394
i-0b69083270c2a3f07,ca-1.platform.sh,136.07071902732864,0.0003163985027836429
i-01d85983cfb5a71de,ca-1.platform.sh,136.03405591100827,0.00031582489743745354
i-04b459763dd375522,ca-1.platform.sh,136.0326457911498,0.00031580283569336933
i-061bbad1e9f584683,ca-1.platform.sh,136.0312356712913,0.00031578077394928513
i-08c89894d3e750e95,ca-1.platform.sh,136.02982555143285,0.0003157587122052009
i-0af089331db39c208,ca-1.platform.sh,136.02192888022537,0.0003156351664383294
i-0443d8d557de12045,au.platform.sh,134.55749117972664,0.0005912547414567256
i-0c2e232eb5c1f501d,au.platform.sh,134.51518758397236,0.0005905928891341995
i-0228c93e3ef12d9ce,au.platform.sh,134.39814763571886,0.0005887617643752103
i-006c9c5d0407cc610,au.platform.sh,134.3945372968561,0.0005919717481394623
i-0c75e345e121561d1,au.platform.sh,134.3762035868527,0.0005894125858256944
i-0d72e0836179f4bef,au.platform.sh,134.13322378813126,0.0005871733188011475
i-0e2e86af4eab6e40d,au.platform.sh,134.122825499077,0.0005884308382139472
i-088adbf54ff8e27eb,au.platform.sh,133.93721927964629,0.0005863790960141161
i-039895d1970c7457a,au.platform.sh,133.92777147659447,0.000586231282328752
i-0196d95f99c9ff864,eu-4.platform.sh,132.57077318549005,0.0003075782174987773
i-090be15a4efe37750,us.platform.sh,131.4590227877498,0.000417408198073181
i-0f4eed7c3f8b4141f,eu-3.platform.sh,129.351582789417,0.0008753837239052938
i-05f20064c26c21940,us-2.platform.sh,123.23552552954132,0.00042137931200833805
i-01848c51c4ef2a1b4,eu-3.platform.sh,122.24065088129882,0.00010744235415456347
i-0ce9fb8b370fb0256,eu-3.platform.sh,119.75714882151814,0.0001045198293526603
i-0ad23ec568bb73b5f,eu-3.platform.sh,119.17387894372564,0.00010744506274259648
i-0d86d9690895efecb,eu-5.platform.sh,115.71412118358505,0.0008993469975926649
i-0e73cd713629dc348,eu-5.platform.sh,115.71412118358505,0.0008993469975926649
i-0022773874d546fa7,eu-5.platform.sh,115.71412118358505,0.0008993469975926649
i-0b7f4681887229ad2,eu-5.platform.sh,115.71412118358505,0.0008993469975926649
i-0b56293510e4ba66e,eu-5.platform.sh,115.71412118358505,0.0008993469975926649
i-0ba2abc9fc12f7d16,us.platform.sh,114.61164106216233,0.0003916511118548702
i-008a59cdcd0e24efc,eu-2.platform.sh,113.6837730420775,0.0002556757714047646
i-0b5654106fb8c047e,eu-2.platform.sh,113.46210263906588,0.0002551661320779287
i-05b2784547b769e8d,eu-2.platform.sh,113.46111555516494,0.00025515068885706974
i-0ac360973c0357214,eu-2.platform.sh,113.43813086479472,0.0002551198024153518
i-019440b2de4cc504f,ca-1.platform.sh,112.2462077787855,0.0010291598547951203
i-078c16c9cd2b63ec0,us.platform.sh,111.2383368821888,0.0003801238505708725
i-07fe577638e1dc3ab,eu.platform.sh,110.98084273362959,0.0002574605534626861
i-019e447e8a136b269,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-06dfbea234e0a200e,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-0196be079c3abe7e9,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-007f8ea3b913c9314,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-04bbf87246fc1efe2,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-0b3168aa8f8583236,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-0f9a970f83697333c,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-0ceebba234735d27c,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-01d5997223ab706c6,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-01d37168ce3b50704,eu-5.platform.sh,110.88855989296577,0.0008618420326495144
i-02568a8d768c5efa9,eu-5.platform.sh,110.87436706564044,0.0008617317239290934
i-0b164b946fb6a64e0,eu-5.platform.sh,110.84598141098971,0.0008615111064882513
i-0e0dffb99cd7e1d71,eu-5.platform.sh,110.84598141098971,0.0008615111064882513
i-094e87c5d771b5b1f,eu-5.platform.sh,110.84598141098971,0.0008615111064882513
i-0eae058d2889981b3,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0bc89c3a2a4e19d63,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-016eb6f0d097e635f,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-00837b42fdc287c1b,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0f7546bcafc542042,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-08d7087cb6a8dca4d,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0fdb7896250c54f5e,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0656f8e43acf0d4ed,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0e99d6e7f688db228,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0633eca12ebb29be7,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0e2be506f10e803f8,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-06825ec631dcbe83e,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-060a1a4e414c079d3,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-03cc38118275de403,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0ab0f79360c6cb73d,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-01d72ded5fd5c3f29,eu-5.platform.sh,110.80340292901366,0.0008611801803269882
i-0e24a52f2980a3615,eu-5.platform.sh,110.77501727436297,0.0008609595628861461
i-0d347a0d3c82588ee,eu-5.platform.sh,110.77501727436297,0.0008609595628861461
i-0cdd0395b1c2977c4,eu-5.platform.sh,110.74663161971228,0.0008607389454453041
i-040f923266710d663,eu-5.platform.sh,110.3634252819278,0.0008577606099939364
i-09c71e885efe44878,us.platform.sh,107.30012530365515,0.00036666618667950674
i-0aa6fcfd1b5a2eaab,us.platform.sh,107.2839850922677,0.0003666110323192962
i-01678f553b6f4e088,au.platform.sh,104.74464763984547,0.0004584298050233539
i-08331111059c2a0ae,eu.platform.sh,104.38436566294799,0.0005105338405433202
i-0183889f228e1f42d,eu.platform.sh,104.20122643699943,0.0005102971567136509
i-05d51b64bc2d5a22b,eu.platform.sh,104.17572970849696,0.0005105341003483892
i-0174aa143f297fdd7,eu-4.platform.sh,104.13468270800068,0.00024159154094291658
i-08e95ec52b8bed305,us.platform.sh,103.0875301315351,0.00035227089866456216
i-07330af88f91fa181,us.platform.sh,103.07138992014768,0.0003522157443043517
i-083086453a0d01c8e,us.platform.sh,103.07138992014768,0.0003522157443043517
i-04161743ef2ff2ca1,us.platform.sh,102.89384759488593,0.000351609046342036
i-0e35b3e6fe3dc446a,ca-1.platform.sh,101.81901857641795,0.00024052816487805785
i-030bcada526f1bc3f,us-2.platform.sh,99.86083930271539,0.0003465899995628791
i-0a5ea9ae0156065f3,us-2.platform.sh,95.01037588176587,0.0003263595260746151
i-01e7a35c276c4b7a1,us.platform.sh,94.9367233808814,0.0003244179467582519
i-0f510c4be98cfeeea,us.platform.sh,94.9367233808814,0.0003244179467582519
i-064f3dece8d4f99a4,eu-3.platform.sh,94.91662042883085,0.00022789781638984984
i-0c15c3ff972066e82,us.platform.sh,94.90444295810653,0.0003243076380378308
i-0abb68f33cc7645bf,eu-3.platform.sh,94.66279885430517,0.00022392670245469272
i-0b21335f055bc7faf,eu-3.platform.sh,94.5781916627966,0.00022260299780964035
i-0185b24c39e390830,eu-3.platform.sh,94.56409046421184,0.0002223823803687983
i-077ecf2d28ce14d12,eu-3.platform.sh,94.54998926562708,0.00022216176292795623
i-00ba4fec9d5aaf4e2,eu-3.platform.sh,94.54998926562708,0.00022216176292795623
i-0d3b5a18c6aa7a46e,eu-3.platform.sh,94.52178686845755,0.0002217205280462721
i-0b42d529c12155006,eu-3.platform.sh,94.5076856698728,0.00022149991060543004
i-0d2e8b3b6a64cc278,eu-3.platform.sh,94.45551123510919,0.0002206836260743144
i-0797f09dae75d8275,eu-3.platform.sh,94.44987075567528,0.0002205953790979776
i-0f328fa845d8725b2,eu-3.platform.sh,94.41179751949642,0.00021999971200770404
i-0a263a617e698f760,eu-3.platform.sh,94.39628620105319,0.00021975703282277776
i-0f20a8e545fc2e770,eu-3.platform.sh,94.39064572161928,0.00021966878584644094
i-0635da24706ffbe48,eu-3.platform.sh,94.34368873033203,0.00021893412976843688
i-04afd108f5dde6a53,eu-3.platform.sh,94.34340670636033,0.00021892971741962003
i-0842404587bdc9124,eu-3.platform.sh,94.34284265841694,0.00021892089272198634
i-00628a0049bf14fe0,eu-3.platform.sh,94.34256063444525,0.0002189164803731695
i-04f121a5c5b857e9f,eu-3.platform.sh,94.34256063444525,0.0002189164803731695
i-077e32b31f34db171,eu-3.platform.sh,94.3424196224594,0.0002189142741987611
i-016868179aa944cd5,eu-3.platform.sh,94.34227861047356,0.00021891206802435268
i-05ba59342932ecdb9,eu-3.platform.sh,94.3421375984877,0.00021890986184994424
i-0a3d7ff8cef4d65eb,eu-3.platform.sh,94.341855574516,0.0002189054495011274
i-0e0f20c54c6913a5e,us-2.platform.sh,94.0122686457252,0.00029877116926036216
i-0b10ecc6115643710,us-2.platform.sh,93.96297775061613,0.000298649829667899
i-0ad084c6634d506ee,us-2.platform.sh,93.96015751089918,0.0002986057061797306
i-02fd514f2271f9976,eu-2.platform.sh,93.43119234836705,0.0002173302409735151
i-027771dca5d6fb268,us-2.platform.sh,93.33482389298706,0.00029662014921215206
i-01ccf0355eca92c78,us-2.platform.sh,93.33482389298706,0.00029662014921215206
i-0ad3e5dee3d5636f1,us-2.platform.sh,93.33341377312858,0.00029659808746806786
i-07a2fff50777b4b70,eu-2.platform.sh,92.94218648645628,0.00021696622219612567
i-062ca4a21f12b5408,eu-3.platform.sh,92.81243203862847,6.29256572657183e-05
i-072c64d2a3442a9ff,ca-1.platform.sh,92.63835991082412,0.0002156976719112838
i-0541e4cc34bde7965,ca-1.platform.sh,92.63271943139021,0.00021560942493494697
i-04b9278c440b16d21,ca-1.platform.sh,92.60544790886594,0.00021486594415930929
i-0ddd4015504472161,ca-1.platform.sh,92.604460824965,0.00021485050093845033
i-032cbbce0f5125b36,ca-1.platform.sh,92.58407029627278,0.00021484829476404186
i-07b52579058f0bfb4,ca-1.platform.sh,92.58139106854169,0.00021480637745028186
i-0c91971e1ae839156,ca-1.platform.sh,92.5805449966266,0.00021479314040383134
i-0e6cbb91ed23e7a8d,ca-1.platform.sh,92.5805449966266,0.00021479314040383134
i-000deaed7d42abb5d,us.platform.sh,92.51463469444442,0.0002937521224812053
i-046e89f409f6297df,us.platform.sh,92.44515318134309,0.00029353150504036324
i-0fecaa14c5b92ede2,ca-1.platform.sh,89.4126814957896,0.000671428641574394
i-0e973521d5a880d13,eu-5.platform.sh,88.04226525156172,0.00015189628633852407
i-0cdf94c7bda050e3f,eu-5.platform.sh,87.65490156136651,0.0006812666573202868
i-09eb94f49869431e4,eu-5.platform.sh,87.65490156136651,0.0006812666573202868
i-00c1e5f21ccf799d0,eu-5.platform.sh,87.65490156136651,0.0006812666573202868
i-071ef44abce5f9d26,eu-5.platform.sh,87.65490156136651,0.0006812666573202868
i-0405d8c8cd79de497,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-0869ad8583f3d82a7,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-044cdee0cdba4afba,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-02bca9e757da5e8c3,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-0e3889f6196715f05,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-069fbf30bfb91f4c6,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-0c29fe0c47c3dfb1f,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-01821ebe447dea159,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-0f7c9fde5bce3ac1d,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-0075572318fc43cef,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-031a8d8d08fb54be3,eu-5.platform.sh,87.64070873404117,0.0006811563485998658
i-074ac599434b6067b,eu-5.platform.sh,87.62651590671582,0.0006810460398794448
i-01c4265946d3f703f,eu-5.platform.sh,87.62651590671582,0.0006810460398794448
i-0d158b769ce514c90,eu-5.platform.sh,87.62651590671582,0.0006810460398794448
i-05f9b1baffa425d12,eu-5.platform.sh,87.62651590671582,0.0006810460398794448
i-0a8491f3bac2d33ba,eu-5.platform.sh,87.62651590671582,0.0006810460398794448
i-07b0572ea7af57bef,eu-5.platform.sh,87.61232307939046,0.0006809357311590238
i-0e92c537e5631d390,eu-5.platform.sh,87.61232307939046,0.0006809357311590238
i-0ac36f134c0182f80,eu-5.platform.sh,87.61232307939046,0.0006809357311590238
i-02e1ef3133fbe1279,eu-5.platform.sh,87.61232307939046,0.0006809357311590238
i-085c330fc8997a616,eu-5.platform.sh,87.61232307939046,0.0006809357311590238
i-0528588f5925d965e,eu-5.platform.sh,87.59813025206512,0.0006808254224386027
i-0e82c19648416076f,eu-5.platform.sh,87.59813025206512,0.0006808254224386027
i-0d57de953a80d6767,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-09eac2569689d392a,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0f3352cdba742cb40,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0182fda855569a9f1,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-060c83df475198354,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0e61b81149119a8f9,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0b3708d4da395be56,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-01ce2b94f1248fd02,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0835d8db3954ddb19,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-07229a0781f0bf36b,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-0be22b260e61a9b33,eu-5.platform.sh,87.55555177008907,0.0006804944962773396
i-00051a94f518d38a0,eu-5.platform.sh,87.51297328811302,0.0006801635701160765
i-0888075ac9518dee8,eu-3.platform.sh,86.40402615596105,0.00019440808887002486
i-09d43f81f53d3b729,eu-3.platform.sh,86.28021894900168,0.0001941146676737049
i-06f264c6c78743fc3,eu-3.platform.sh,86.26033652232013,0.00019413231706897228
i-0ca0a42971b9197a6,eu.platform.sh,83.68735356092036,0.0001941433479410144
i-08de810bca0e8ab35,us.platform.sh,81.68560983179884,0.00027913621702541866
i-0d4cb4bd394a312c7,au.platform.sh,81.44501427885882,0.0003610404419380341
i-0d054ffd4c74588d4,eu-5.platform.sh,80.79976596322209,0.0006279875453569289
i-09ad173a3d84ac394,ca-1.platform.sh,80.59383267152053,0.0005348665765635977
i-051b35fa1f533962f,eu-4.platform.sh,77.86407468639379,0.00018065479760793072
i-0be999778755398cc,eu-4.platform.sh,77.86393367440795,0.0001806525914335223
i-09f9c44cf7066abfb,eu-4.platform.sh,77.8637926624221,0.0001806503852591139
i-036b07083c3fa7c97,eu-4.platform.sh,77.86294659050701,0.00018063714821266337
i-0340bfaf5a15adaa2,eu-4.platform.sh,77.86294659050701,0.00018063714821266337
i-0cb31ad8bbdc22d1f,ca-1.platform.sh,77.31852301815813,0.00017940610289276466
i-0533e5b81f0ec320b,ca-1.platform.sh,77.29756844152256,0.00017939507202072253
i-00a3fc3e075e5156b,ca-1.platform.sh,77.28225434432088,0.0001794722881250173
i-0f82827c963c4fde9,eu-4.platform.sh,75.41583265002616,0.00017498272320388132
i-0454ec3a6ae40b260,eu-5.platform.sh,72.9227467976524,0.0005667662055232567
i-0698be1a7a523c69e,eu-3.platform.sh,71.01193497041044,0.000165959469873441
i-0c454f2ac4fb25eed,us-2.platform.sh,69.61021614222213,0.00023863085488681616
i-03cb26b96dfc0a296,us-2.platform.sh,69.60175542307127,0.00023849848442231093
i-0c07c25ab26dbe7d8,us-2.platform.sh,69.59752506349584,0.00023843229919005832
i-0224e928a0323b276,us-2.platform.sh,69.57496314576022,0.00023807931128471102
i-0e3bec7cbfa1b35be,us-2.platform.sh,69.57214290604327,0.0002380351877965426
i-05886d91036449b91,eu-5.platform.sh,67.28202704490938,0.00014582703061360885
i-0cd20076acb397582,us.platform.sh,65.67452013546522,0.00022442309169658735
i-03743e943401eeef5,us.platform.sh,65.6260995013029,0.0002242576286159558
i-023acd47595175973,us.platform.sh,65.60995928991548,0.0002242024742557453
i-005f0e343fab5c427,us.platform.sh,65.56153865575318,0.00022403701117511374
i-0722b6c09afa44aab,us.platform.sh,65.56153865575318,0.00022403701117511374
i-07edff8beee7bd662,us.platform.sh,65.56153865575318,0.00022403701117511374
i-06d1667f8ba00ed90,us.platform.sh,65.56153865575318,0.00022403701117511374
i-0a9d439d9b4e6aae5,us.platform.sh,65.56153865575318,0.00022403701117511374
i-01e0ab98993335282,us.platform.sh,65.56153865575318,0.00022403701117511374
i-05fc84a7da7f294f2,us.platform.sh,65.56153865575318,0.00022403701117511374
i-05245638c1b9e749c,us.platform.sh,65.48083759881602,0.00022376123937406118
i-0fd6f60de0804d331,us.platform.sh,65.44855717604115,0.00022365093065364013
i-0a8c3ec61b6ffeb01,eu-3.platform.sh,64.76613224297088,6.607658110116244e-05
i-0e2a93d83d4b602d5,ca-1.platform.sh,64.75727736212093,0.0004595880465877747
i-009b0087a9a9d3af2,ca-1.platform.sh,64.74950505713537,0.00045953289222756415
i-0860f4fd113d543ef,ca-1.platform.sh,64.74201477612151,0.0004594821502161706
