provider,SKU Description,Product category,Usage category,Total emissions kgCO2,bill_key_provider_sku,bill_key_full_grain,total_project_share_for_sku,exact_match_available,allocation_method
AWS,$0.026 per GB - first 50 TB / month of storage used,Uncategorized,Storage,12.524285714285714,AWS || $0.026 per GB - first 50 TB / month of storage used,AWS || $0.026 per GB - first 50 TB / month of storage used || Uncategorized || Storage,,False,shared_overhead
AWS,$0.085 per GB - first 10 TB / month data transfer out (Canada),Uncategorized,Data Transfer,12.257142857142856,AWS || $0.085 per GB - first 10 TB / month data transfer out (Canada),AWS || $0.085 per GB - first 10 TB / month data transfer out (Canada) || Uncategorized || Data Transfer,,False,shared_overhead
AWS,$0.000 per GB - data transfer out under the monthly global free tier,dedicated,Data Transfer,11.754285714285714,AWS || $0.000 per GB - data transfer out under the monthly global free tier,AWS || $0.000 per GB - data transfer out under the monthly global free tier || dedicated || Data Transfer,,False,shared_overhead
AWS,$0.159 per On Demand Linux m4.large Instance Hour,dedicated,Compute,11.644285714285715,AWS || $0.159 per On Demand Linux m4.large Instance Hour,AWS || $0.159 per On Demand Linux m4.large Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,$1.5984 per On Demand Linux m6a.8xlarge Instance Hour,dedicated,Compute,11.471428571428572,AWS || $1.5984 per On Demand Linux m6a.8xlarge Instance Hour,AWS || $1.5984 per On Demand Linux m6a.8xlarge Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,$0.05 per GB-Month of snapshot data stored - US West (Oregon),Uncategorized,Storage,11.267142857142858,AWS || $0.05 per GB-Month of snapshot data stored - US West (Oregon),AWS || $0.05 per GB-Month of snapshot data stored - US West (Oregon) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.002 per GB-Month for storage used in Glacier Deep Archive in US West (N. California),Uncategorized,Storage,10.324285714285717,AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in US West (N. California),AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in US West (N. California) || Uncategorized || Storage,,False,shared_overhead
AWS,"$0.0120 per 10,000 Proxy HTTPS Requests (Europe)",Uncategorized,Other,9.947142857142856,"AWS || $0.0120 per 10,000 Proxy HTTPS Requests (Europe)","AWS || $0.0120 per 10,000 Proxy HTTPS Requests (Europe) || Uncategorized || Other",,False,shared_overhead
AWS,$1.31328 per On Demand Linux c6a.8xlarge Instance Hour,dedicated,Compute,9.837142857142856,AWS || $1.31328 per On Demand Linux c6a.8xlarge Instance Hour,AWS || $1.31328 per On Demand Linux c6a.8xlarge Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,"$0.0100 per 10,000 HTTPS Requests",Uncategorized,Other,9.648571428571428,"AWS || $0.0100 per 10,000 HTTPS Requests","AWS || $0.0100 per 10,000 HTTPS Requests || Uncategorized || Other",,False,shared_overhead
AWS,"$0.0120 per 10,000 HTTPS Requests",Uncategorized,Other,9.082857142857144,"AWS || $0.0120 per 10,000 HTTPS Requests","AWS || $0.0120 per 10,000 HTTPS Requests || Uncategorized || Other",,False,shared_overhead
AWS,$0.068 per GB-Month of snapshot data stored - South America (Sao Paulo),Uncategorized,Storage,9.082857142857144,AWS || $0.068 per GB-Month of snapshot data stored - South America (Sao Paulo),AWS || $0.068 per GB-Month of snapshot data stored - South America (Sao Paulo) || Uncategorized || Storage,,False,shared_overhead
AWS,$2.688 per On Demand Linux m6i.12xlarge Instance Hour,dedicated,Compute,9.035714285714286,AWS || $2.688 per On Demand Linux m6i.12xlarge Instance Hour,AWS || $2.688 per On Demand Linux m6i.12xlarge Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,0.000001 per data event recorded in US West (N.California) region,Uncategorized,Other,8.721428571428572,AWS || 0.000001 per data event recorded in US West (N.California) region,AWS || 0.000001 per data event recorded in US West (N.California) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Mumbai),Uncategorized,Storage,8.328571428571427,AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Mumbai),AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Mumbai) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.091 per On Demand Linux c6i.large Instance Hour,dedicated,Compute,8.077142857142857,AWS || $0.091 per On Demand Linux c6i.large Instance Hour,AWS || $0.091 per On Demand Linux c6i.large Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,"$0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access",grid,Storage,7.967142857142858,"AWS || $0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access","AWS || $0.01 per 1,000 PUT, COPY, POST or LIST requests to Standard-Infrequent Access || grid || Storage",,False,shared_overhead
AWS,$0.0836 per GB-month of General Purpose (gp3) provisioned storage - EU (Stockholm),Uncategorized,Storage,7.967142857142858,AWS || $0.0836 per GB-month of General Purpose (gp3) provisioned storage - EU (Stockholm),AWS || $0.0836 per GB-month of General Purpose (gp3) provisioned storage - EU (Stockholm) || Uncategorized || Storage,,False,shared_overhead
AWS,USD 0.416 per RDS db.r5.large IO-optimized Single-AZ instance hour (or partial hour) running Aurora MySQL,dedicated,Other,7.872857142857143,AWS || USD 0.416 per RDS db.r5.large IO-optimized Single-AZ instance hour (or partial hour) running Aurora MySQL,AWS || USD 0.416 per RDS db.r5.large IO-optimized Single-AZ instance hour (or partial hour) running Aurora MySQL || dedicated || Other,,False,shared_overhead
AWS,$3.00 per Dashboard per Month (>50 metrics),Uncategorized,Other,7.747142857142856,AWS || $3.00 per Dashboard per Month (>50 metrics),AWS || $3.00 per Dashboard per Month (>50 metrics) || Uncategorized || Other,,False,shared_overhead
AWS,"AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - Asia Pacific (Singapore)",Uncategorized,Compute,7.715714285714286,"AWS || AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - Asia Pacific (Singapore)","AWS || AWS Lambda - Compute Free Tier - 400,000 GB-Seconds - Asia Pacific (Singapore) || Uncategorized || Compute",,False,shared_overhead
AWS,USD0.0 per seconds for Lambda-GB-Second usage in Middle East (Bahrain),Uncategorized,Compute,7.354285714285714,AWS || USD0.0 per seconds for Lambda-GB-Second usage in Middle East (Bahrain),AWS || USD0.0 per seconds for Lambda-GB-Second usage in Middle East (Bahrain) || Uncategorized || Compute,,False,shared_overhead
AWS,Cost per recipient of SendEmail or SendRawEmail invoked from EC2,Uncategorized,Other,6.819999999999999,AWS || Cost per recipient of SendEmail or SendRawEmail invoked from EC2,AWS || Cost per recipient of SendEmail or SendRawEmail invoked from EC2 || Uncategorized || Other,,False,shared_overhead
AWS,$0.0000044 per CloudTrail event analyzed in US West (N.California) region,Uncategorized,Other,6.6000000000000005,AWS || $0.0000044 per CloudTrail event analyzed in US West (N.California) region,AWS || $0.0000044 per CloudTrail event analyzed in US West (N.California) region || Uncategorized || Other,,False,shared_overhead
AWS,$1 per customer managed KMS key version in EU (Ireland),Uncategorized,Other,6.442857142857142,AWS || $1 per customer managed KMS key version in EU (Ireland),AWS || $1 per customer managed KMS key version in EU (Ireland) || Uncategorized || Other,,False,shared_overhead
AWS,$0.02 per GB - EU (Paris) data transfer to EU (Ireland),dedicated,Data Transfer,6.348571428571428,AWS || $0.02 per GB - EU (Paris) data transfer to EU (Ireland),AWS || $0.02 per GB - EU (Paris) data transfer to EU (Ireland) || dedicated || Data Transfer,,False,shared_overhead
AWS,$0.285 per GB of log data delivered to S3 for the first 10TB - EU (Frankfurt),Uncategorized,Data Transfer,6.097142857142857,AWS || $0.285 per GB of log data delivered to S3 for the first 10TB - EU (Frankfurt),AWS || $0.285 per GB of log data delivered to S3 for the first 10TB - EU (Frankfurt) || Uncategorized || Data Transfer,,False,shared_overhead
AWS,$0.109 per GB - first 10 TB / month data transfer out (India),Uncategorized,Data Transfer,6.065714285714286,AWS || $0.109 per GB - first 10 TB / month data transfer out (India),AWS || $0.109 per GB - first 10 TB / month data transfer out (India) || Uncategorized || Data Transfer,,False,shared_overhead
AWS,"$0.001 for the first 100,000 evaluations in EU (Ireland) region",Uncategorized,Other,6.018571428571429,"AWS || $0.001 for the first 100,000 evaluations in EU (Ireland) region","AWS || $0.001 for the first 100,000 evaluations in EU (Ireland) region || Uncategorized || Other",,False,shared_overhead
AWS,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",grid,Storage,5.751428571428572,"AWS || $0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access","AWS || $0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access || grid || Storage",,False,shared_overhead
AWS,$0.003 per Configuration Item recorded in US East (N.Virginia) region,Uncategorized,Other,5.6571428571428575,AWS || $0.003 per Configuration Item recorded in US East (N.Virginia) region,AWS || $0.003 per Configuration Item recorded in US East (N.Virginia) region || Uncategorized || Other,,False,shared_overhead
AWS,$1.10 per GB for the first 500 GB / month of data analyzed Asia Pacific (Mumbai) region,Uncategorized,Other,5.5,AWS || $1.10 per GB for the first 500 GB / month of data analyzed Asia Pacific (Mumbai) region,AWS || $1.10 per GB for the first 500 GB / month of data analyzed Asia Pacific (Mumbai) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.335 per GB of log data delivered to S3 for the first 10TB - Asia Pacific (Sydney),Uncategorized,Data Transfer,5.3428571428571425,AWS || $0.335 per GB of log data delivered to S3 for the first 10TB - Asia Pacific (Sydney),AWS || $0.335 per GB of log data delivered to S3 for the first 10TB - Asia Pacific (Sydney) || Uncategorized || Data Transfer,,False,shared_overhead
AWS,$0.0025 per 1 million objects listed in S3 Inventory,grid,Storage,5.122857142857143,AWS || $0.0025 per 1 million objects listed in S3 Inventory,AWS || $0.0025 per 1 million objects listed in S3 Inventory || grid || Storage,,False,shared_overhead
AWS,$0.02 per GB - EU (Germany) data transfer to EU (Ireland),dedicated,Data Transfer,5.0128571428571425,AWS || $0.02 per GB - EU (Germany) data transfer to EU (Ireland),AWS || $0.02 per GB - EU (Germany) data transfer to EU (Ireland) || dedicated || Data Transfer,,False,shared_overhead
AWS,$0.0028 per 1 million objects listed in S3 Inventory,Uncategorized,Storage,4.981428571428571,AWS || $0.0028 per 1 million objects listed in S3 Inventory,AWS || $0.0028 per 1 million objects listed in S3 Inventory || Uncategorized || Storage,,False,shared_overhead
AWS,"$0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access",Uncategorized,Storage,4.7299999999999995,"AWS || $0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access","AWS || $0.01 per 10,000 GET and all other requests  to Standard-Infrequent Access || Uncategorized || Storage",,False,shared_overhead
AWS,"$0.0055 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering",grid,Storage,4.714285714285714,"AWS || $0.0055 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering","AWS || $0.0055 per 1,000 PUT, COPY, POST, or LIST requests to Intelligent-Tiering || grid || Storage",,False,shared_overhead
AWS,"$0.0054 per 1,000 PUT, COPY, POST, or LIST requests",Uncategorized,Storage,4.651428571428572,"AWS || $0.0054 per 1,000 PUT, COPY, POST, or LIST requests","AWS || $0.0054 per 1,000 PUT, COPY, POST, or LIST requests || Uncategorized || Storage",,False,shared_overhead
AWS,$0.0066 per used Network load balancer capacity unit-hour (or partial hour),dedicated,Other,4.541428571428572,AWS || $0.0066 per used Network load balancer capacity unit-hour (or partial hour),AWS || $0.0066 per used Network load balancer capacity unit-hour (or partial hour) || dedicated || Other,,False,shared_overhead
AWS,USD0.0 per seconds for Lambda-GB-Second usage in Asia Pacific (Hong Kong),Uncategorized,Compute,4.337142857142857,AWS || USD0.0 per seconds for Lambda-GB-Second usage in Asia Pacific (Hong Kong),AWS || USD0.0 per seconds for Lambda-GB-Second usage in Asia Pacific (Hong Kong) || Uncategorized || Compute,,False,shared_overhead
AWS,$1.00 per GB for the first 500 GB / month of data analyzed US West (Oregon) region,Uncategorized,Other,4.337142857142857,AWS || $1.00 per GB for the first 500 GB / month of data analyzed US West (Oregon) region,AWS || $1.00 per GB for the first 500 GB / month of data analyzed US West (Oregon) region || Uncategorized || Other,,False,shared_overhead
AWS,$3.00 per Dashboard per Month,Uncategorized,Other,4.305714285714286,AWS || $3.00 per Dashboard per Month,AWS || $3.00 per Dashboard per Month || Uncategorized || Other,,False,shared_overhead
AWS,$0.0000044 per CloudTrail event analyzed in EU (Paris) region,Uncategorized,Other,4.242857142857143,AWS || $0.0000044 per CloudTrail event analyzed in EU (Paris) region,AWS || $0.0000044 per CloudTrail event analyzed in EU (Paris) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.05 per GB-Month of snapshot data stored - US East (Ohio),Uncategorized,Storage,4.227142857142857,AWS || $0.05 per GB-Month of snapshot data stored - US East (Ohio),AWS || $0.05 per GB-Month of snapshot data stored - US East (Ohio) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.00 per hour for 25 units of write capacity for a month (free tier),Uncategorized,Other,4.227142857142857,AWS || $0.00 per hour for 25 units of write capacity for a month (free tier),AWS || $0.00 per hour for 25 units of write capacity for a month (free tier) || Uncategorized || Other,,False,shared_overhead
AWS,$0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Northern Virginia),Uncategorized,Storage,4.148571428571429,AWS || $0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Northern Virginia),AWS || $0.10 per GB-month of General Purpose SSD (gp2) provisioned storage - US East (Northern Virginia) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.364 per On Demand Linux c6i.2xlarge Instance Hour,dedicated,Compute,4.069999999999999,AWS || $0.364 per On Demand Linux c6i.2xlarge Instance Hour,AWS || $0.364 per On Demand Linux c6i.2xlarge Instance Hour || dedicated || Compute,,False,shared_overhead
AWS,$0.152 per GB-month of General Purpose (gp3) provisioned storage - South America (Sao Paulo),Uncategorized,Storage,4.022857142857143,AWS || $0.152 per GB-month of General Purpose (gp3) provisioned storage - South America (Sao Paulo),AWS || $0.152 per GB-month of General Purpose (gp3) provisioned storage - South America (Sao Paulo) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.0000044 per CloudTrail event analyzed in EU (London) region,Uncategorized,Other,4.022857142857143,AWS || $0.0000044 per CloudTrail event analyzed in EU (London) region,AWS || $0.0000044 per CloudTrail event analyzed in EU (London) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.003 per  Configuration Item recorded in EU (Frankfurt) region,Uncategorized,Other,3.8814285714285717,AWS || $0.003 per  Configuration Item recorded in EU (Frankfurt) region,AWS || $0.003 per  Configuration Item recorded in EU (Frankfurt) region || Uncategorized || Other,,False,shared_overhead
AWS,"$0.012 per 10,000 HTTPS Requests",Uncategorized,Other,3.834285714285714,"AWS || $0.012 per 10,000 HTTPS Requests","AWS || $0.012 per 10,000 HTTPS Requests || Uncategorized || Other",,False,shared_overhead
AWS,$0.000004 per CloudTrail event analyzed in US East (Ohio) region,Uncategorized,Other,3.8185714285714285,AWS || $0.000004 per CloudTrail event analyzed in US East (Ohio) region,AWS || $0.000004 per CloudTrail event analyzed in US East (Ohio) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.08 per GB-month of General Purpose (gp3) provisioned storage - US West (Oregon),Uncategorized,Storage,3.8028571428571425,AWS || $0.08 per GB-month of General Purpose (gp3) provisioned storage - US West (Oregon),AWS || $0.08 per GB-month of General Purpose (gp3) provisioned storage - US West (Oregon) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.088 per GB-month of General Purpose (gp3) provisioned storage - Canada (Central),Uncategorized,Storage,3.7714285714285714,AWS || $0.088 per GB-month of General Purpose (gp3) provisioned storage - Canada (Central),AWS || $0.088 per GB-month of General Purpose (gp3) provisioned storage - Canada (Central) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.03 per GB-mo of log storage - EU (Ireland),Uncategorized,Storage,3.614285714285714,AWS || $0.03 per GB-mo of log storage - EU (Ireland),AWS || $0.03 per GB-mo of log storage - EU (Ireland) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.0027 per 1 million objects listed in S3 Inventory,Uncategorized,Storage,3.5357142857142856,AWS || $0.0027 per 1 million objects listed in S3 Inventory,AWS || $0.0027 per 1 million objects listed in S3 Inventory || Uncategorized || Storage,,False,shared_overhead
AWS,$0.00 per GB - EU (Germany) data transfer from EU (Ireland),dedicated,Data Transfer,3.5042857142857144,AWS || $0.00 per GB - EU (Germany) data transfer from EU (Ireland),AWS || $0.00 per GB - EU (Germany) data transfer from EU (Ireland) || dedicated || Data Transfer,,False,shared_overhead
AWS,$0.000004 per CloudTrail event analyzed in US West (Oregon) region,Uncategorized,Other,3.472857142857143,AWS || $0.000004 per CloudTrail event analyzed in US West (Oregon) region,AWS || $0.000004 per CloudTrail event analyzed in US West (Oregon) region || Uncategorized || Other,,False,shared_overhead
AWS,"$0.0053 per 1,000 PUT, COPY, POST, or LIST requests",Uncategorized,Storage,3.4571428571428577,"AWS || $0.0053 per 1,000 PUT, COPY, POST, or LIST requests","AWS || $0.0053 per 1,000 PUT, COPY, POST, or LIST requests || Uncategorized || Storage",,False,shared_overhead
AWS,First 3 Dashboards per month are free.,Uncategorized,Other,3.4414285714285713,AWS || First 3 Dashboards per month are free.,AWS || First 3 Dashboards per month are free. || Uncategorized || Other,,False,shared_overhead
AWS,$0.0052 per provisioned IOPS-month of gp3 - EU (Stockholm),grid,Storage,3.19,AWS || $0.0052 per provisioned IOPS-month of gp3 - EU (Stockholm),AWS || $0.0052 per provisioned IOPS-month of gp3 - EU (Stockholm) || grid || Storage,,False,shared_overhead
AWS,$0.023 per GB - first 50 TB / month of storage used,dedicated,Storage,3.0485714285714285,AWS || $0.023 per GB - first 50 TB / month of storage used,AWS || $0.023 per GB - first 50 TB / month of storage used || dedicated || Storage,,False,shared_overhead
AWS,$0.044 per provisioned MiBps-month of gp3 - EU (Ireland),grid,Storage,3.032857142857143,AWS || $0.044 per provisioned MiBps-month of gp3 - EU (Ireland),AWS || $0.044 per provisioned MiBps-month of gp3 - EU (Ireland) || grid || Storage,,False,shared_overhead
AWS,$0.0026 per 1 million objects listed in S3 Inventory,Uncategorized,Storage,2.9071428571428575,AWS || $0.0026 per 1 million objects listed in S3 Inventory,AWS || $0.0026 per 1 million objects listed in S3 Inventory || Uncategorized || Storage,,False,shared_overhead
AWS,"$0.0100 per 10,000 HTTPS Requests (Canada)",dedicated,Other,2.875714285714286,"AWS || $0.0100 per 10,000 HTTPS Requests (Canada)","AWS || $0.0100 per 10,000 HTTPS Requests (Canada) || dedicated || Other",,False,shared_overhead
AWS,$0.00 per GB - US East (Ohio) data transfer from US East (Northern Virginia),dedicated,Data Transfer,2.8442857142857143,AWS || $0.00 per GB - US East (Ohio) data transfer from US East (Northern Virginia),AWS || $0.00 per GB - US East (Ohio) data transfer from US East (Northern Virginia) || dedicated || Data Transfer,,False,shared_overhead
AWS,"$0.0138 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier",Uncategorized,Storage,2.624285714285714,"AWS || $0.0138 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier","AWS || $0.0138 per GB-Month of storage used in Intelligent-Tiering, Infrequent Access Tier || Uncategorized || Storage",,False,shared_overhead
AWS,$0.10 per alarm metric month (standard resolution) - EU (Ireland),Uncategorized,Other,2.5928571428571425,AWS || $0.10 per alarm metric month (standard resolution) - EU (Ireland),AWS || $0.10 per alarm metric month (standard resolution) - EU (Ireland) || Uncategorized || Other,,False,shared_overhead
AWS,$0.00099 per GB-Month for storage used in Glacier Deep Archive in US West (Oregon),Uncategorized,Storage,2.577142857142857,AWS || $0.00099 per GB-Month for storage used in Glacier Deep Archive in US West (Oregon),AWS || $0.00099 per GB-Month for storage used in Glacier Deep Archive in US West (Oregon) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.021 per GB - storage used / month over 500 TB,dedicated,Storage,2.4985714285714287,AWS || $0.021 per GB - storage used / month over 500 TB,AWS || $0.021 per GB - storage used / month over 500 TB || dedicated || Storage,,False,shared_overhead
AWS,First 5GB per month of log data ingested is free.,Uncategorized,Other,2.482857142857143,AWS || First 5GB per month of log data ingested is free.,AWS || First 5GB per month of log data ingested is free. || Uncategorized || Other,,False,shared_overhead
AWS,$0.00 per metric-month - first 10 metrics,grid,Other,2.4200000000000004,AWS || $0.00 per metric-month - first 10 metrics,AWS || $0.00 per metric-month - first 10 metrics || grid || Other,,False,shared_overhead
AWS,$0.25 per GB of log data delivered to S3 for the first 10TB - US East (Ohio),Uncategorized,Data Transfer,2.4200000000000004,AWS || $0.25 per GB of log data delivered to S3 for the first 10TB - US East (Ohio),AWS || $0.25 per GB of log data delivered to S3 for the first 10TB - US East (Ohio) || Uncategorized || Data Transfer,,False,shared_overhead
AWS,$2.3347 per On Demand Linux c6g.metal Instance Hour,Uncategorized,Compute,2.2157142857142857,AWS || $2.3347 per On Demand Linux c6g.metal Instance Hour,AWS || $2.3347 per On Demand Linux c6g.metal Instance Hour || Uncategorized || Compute,,False,shared_overhead
AWS,$0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Singapore),Uncategorized,Storage,2.1371428571428575,AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Singapore),AWS || $0.002 per GB-Month for storage used in Glacier Deep Archive in Asia Pacific (Singapore) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.003 per Configuration Item recorded in US West (Oregon) region,Uncategorized,Other,2.0900000000000003,AWS || $0.003 per Configuration Item recorded in US West (Oregon) region,AWS || $0.003 per Configuration Item recorded in US West (Oregon) region || Uncategorized || Other,,False,shared_overhead
AWS,"$0.004 per 10,000 GET and all other requests",dedicated,Storage,2.0114285714285716,"AWS || $0.004 per 10,000 GET and all other requests","AWS || $0.004 per 10,000 GET and all other requests || dedicated || Storage",,False,shared_overhead
AWS,$0.01 per VPC Endpoint Hour,Uncategorized,Other,1.9957142857142858,AWS || $0.01 per VPC Endpoint Hour,AWS || $0.01 per VPC Endpoint Hour || Uncategorized || Other,,False,shared_overhead
AWS,$0.0928 per GB-month of General Purpose (gp3) provisioned storage - EU (London),Uncategorized,Storage,1.9642857142857142,AWS || $0.0928 per GB-month of General Purpose (gp3) provisioned storage - EU (London),AWS || $0.0928 per GB-month of General Purpose (gp3) provisioned storage - EU (London) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.19 per GB-month of General Purpose SSD (gp2) provisioned storage - South America (Sao Paulo),Uncategorized,Storage,1.9485714285714286,AWS || $0.19 per GB-month of General Purpose SSD (gp2) provisioned storage - South America (Sao Paulo),AWS || $0.19 per GB-month of General Purpose SSD (gp2) provisioned storage - South America (Sao Paulo) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.04 per provisioned MiBps-month of gp3 - US East (N. Virginia),grid,Storage,1.9485714285714286,AWS || $0.04 per provisioned MiBps-month of gp3 - US East (N. Virginia),AWS || $0.04 per provisioned MiBps-month of gp3 - US East (N. Virginia) || grid || Storage,,False,shared_overhead
AWS,$0.00 per GB - US East (Ohio) data transfer from US West (Northern California),dedicated,Data Transfer,1.9328571428571428,AWS || $0.00 per GB - US East (Ohio) data transfer from US West (Northern California),AWS || $0.00 per GB - US East (Ohio) data transfer from US West (Northern California) || dedicated || Data Transfer,,False,shared_overhead
AWS,USD 0.0 per Second for Lambda-GB-Second in EU (Stockholm),Uncategorized,Compute,1.9328571428571428,AWS || USD 0.0 per Second for Lambda-GB-Second in EU (Stockholm),AWS || USD 0.0 per Second for Lambda-GB-Second in EU (Stockholm) || Uncategorized || Compute,,False,shared_overhead
AWS,$0.08 per GB-month of General Purpose (gp3) provisioned storage - US East (Ohio),Uncategorized,Storage,1.9328571428571428,AWS || $0.08 per GB-month of General Purpose (gp3) provisioned storage - US East (Ohio),AWS || $0.08 per GB-month of General Purpose (gp3) provisioned storage - US East (Ohio) || Uncategorized || Storage,,False,shared_overhead
AWS,$0.0405 per GB - first 50 TB / month of storage used,Uncategorized,Storage,1.917142857142857,AWS || $0.0405 per GB - first 50 TB / month of storage used,AWS || $0.0405 per GB - first 50 TB / month of storage used || Uncategorized || Storage,,False,shared_overhead
AWS,$0.0055 per provisioned IOPS-month of gp3 - Canada (Central),grid,Storage,1.854285714285714,AWS || $0.0055 per provisioned IOPS-month of gp3 - Canada (Central),AWS || $0.0055 per provisioned IOPS-month of gp3 - Canada (Central) || grid || Storage,,False,shared_overhead
AWS,$0.000007 per CloudTrail event analyzed in South America (Sao Paulo) region,Uncategorized,Other,1.7285714285714289,AWS || $0.000007 per CloudTrail event analyzed in South America (Sao Paulo) region,AWS || $0.000007 per CloudTrail event analyzed in South America (Sao Paulo) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.1311 per GB-month of Provisioned IOPS SSD (io2)  provisioned storage - EU (Stockholm),grid,Storage,1.4614285714285715,AWS || $0.1311 per GB-month of Provisioned IOPS SSD (io2)  provisioned storage - EU (Stockholm),AWS || $0.1311 per GB-month of Provisioned IOPS SSD (io2)  provisioned storage - EU (Stockholm) || grid || Storage,,False,shared_overhead
AWS,$0.00 per GB data transfer out of EU (Paris) to CloudFront,dedicated,Data Transfer,1.43,AWS || $0.00 per GB data transfer out of EU (Paris) to CloudFront,AWS || $0.00 per GB data transfer out of EU (Paris) to CloudFront || dedicated || Data Transfer,,False,shared_overhead
AWS,$0.1093 per GB - first 10 TB / month data transfer out beyond the global free tier,Uncategorized,Data Transfer,1.3828571428571428,AWS || $0.1093 per GB - first 10 TB / month data transfer out beyond the global free tier,AWS || $0.1093 per GB - first 10 TB / month data transfer out beyond the global free tier || Uncategorized || Data Transfer,,False,shared_overhead
AWS,"$0.004 per 10,000 GET and all other requests to Intelligent-Tiering",Uncategorized,Storage,1.3671428571428572,"AWS || $0.004 per 10,000 GET and all other requests to Intelligent-Tiering","AWS || $0.004 per 10,000 GET and all other requests to Intelligent-Tiering || Uncategorized || Storage",,False,shared_overhead
AWS,0.000001 per data event recorded in EU (Frankfurt) region,Uncategorized,Other,1.32,AWS || 0.000001 per data event recorded in EU (Frankfurt) region,AWS || 0.000001 per data event recorded in EU (Frankfurt) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.0131 per GB-Month of storage used in Standard-Infrequent Access,Uncategorized,Storage,1.304285714285714,AWS || $0.0131 per GB-Month of storage used in Standard-Infrequent Access,AWS || $0.0131 per GB-Month of storage used in Standard-Infrequent Access || Uncategorized || Storage,,False,shared_overhead
AWS,"$0.0120 per 10,000 Proxy HTTPS Requests (Europe)",dedicated,Other,1.2885714285714285,"AWS || $0.0120 per 10,000 Proxy HTTPS Requests (Europe)","AWS || $0.0120 per 10,000 Proxy HTTPS Requests (Europe) || dedicated || Other",,False,shared_overhead
AWS,$1 per customer managed KMS key version in EU (London),Uncategorized,Other,1.2885714285714285,AWS || $1 per customer managed KMS key version in EU (London),AWS || $1 per customer managed KMS key version in EU (London) || Uncategorized || Other,,False,shared_overhead
AWS,$1 per customer managed KMS key version in US West (Oregon),Uncategorized,Other,1.2885714285714285,AWS || $1 per customer managed KMS key version in US West (Oregon),AWS || $1 per customer managed KMS key version in US West (Oregon) || Uncategorized || Other,,False,shared_overhead
AWS,$0.003 per Configuration Item recorded in EU (London) region,Uncategorized,Other,1.272857142857143,AWS || $0.003 per Configuration Item recorded in EU (London) region,AWS || $0.003 per Configuration Item recorded in EU (London) region || Uncategorized || Other,,False,shared_overhead
AWS,$0.055 per GB-Month of snapshot data stored - US West (Northern California),Uncategorized,Storage,1.272857142857143,AWS || $0.055 per GB-Month of snapshot data stored - US West (Northern California),AWS || $0.055 per GB-Month of snapshot data stored - US West (Northern California) || Uncategorized || Storage,,False,shared_overhead
